"","Laji","min_1pros","max_1pros","KA_kasvusyvyys","Mediaani_kasvusyvyys","Keskihajonta","min_5_pros","max_5_pros","min_syvyys","max_syvyys","havaintojen_lkm","Lajin_90_pros_esiintyvyysrajat","lajihavainto"
"510","Coccotyllus / Phyllophora / Furcellaria",6.506,7.094,6.8,6.8,0.424264068711928,6.53,7.07,6.5,7.1,2,"6.53 - 7.07","Coccotyllus / Phyllophora / Furcellaria"
"511","Cyperaceae spp.",0.113,0.113,0.113,0.113,0,0.113,0.113,0.113,0.113,2,"0.11 - 0.11","Cyperaceae spp."
"512","Deschampsia flexuosa",0.0525,0.2975,0.175,0.175,0.176776695296637,0.0625,0.2875,0.05,0.3,2,"0.06 - 0.29","Deschampsia flexuosa"
"513","Ectocarpus sp.",0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,2,"0.3 - 0.3","Ectocarpus sp."
"514","Embletonia pallida.OLDSCALE",10.6,10.6,10.6,10.6,NA,10.6,10.6,10.6,10.6,2,"10.6 - 10.6","Embletonia pallida.OLDSCALE"
"515","Euphrasia sp.",0.0505,0.0995,0.075,0.075,0.0353553390593274,0.0525,0.0975,0.05,0.1,2,"0.05 - 0.1","Euphrasia sp."
"516","Fissidens pusillus",1.114,2.486,1.8,1.8,0.989949493661166,1.17,2.43,1.1,2.5,2,"1.17 - 2.43","Fissidens pusillus"
"517","Gadus morhua",7.13,19.87,13.5,13.5,9.19238815542512,7.65,19.35,7,20,2,"7.65 - 19.35","Gadus morhua"
"518","Galium palustre subsp. palustre",0.005,0.495,0.25,0.25,0.353553390593274,0.025,0.475,0,0.5,2,"0.03 - 0.48","Galium palustre subsp. palustre"
"519","Gerridae",0.501,0.599,0.55,0.55,0.0707106781186547,0.505,0.595,0.5,0.6,2,"0.5 - 0.6","Gerridae"
"520","Glyceria fluitans.cf.",0.196,0.784,0.49,0.49,0.424264068711929,0.22,0.76,0.19,0.79,2,"0.22 - 0.76","Glyceria fluitans.cf."
"521","Hippuris cf.vulgaris",0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,2,"0.01 - 0.01","Hippuris cf.vulgaris"
"522","Hygrohypnum luridum",1.001,1.099,1.05,1.05,0.0707106781186548,1.005,1.095,1,1.1,2,"1.01 - 1.09","Hygrohypnum luridum"
"523","Leondoton autumnalis",0.002,0.198,0.1,0.1,0.14142135623731,0.01,0.19,0,0.2,2,"0.01 - 0.19","Leondoton autumnalis"
"524","Leontodon sp.",0.0505,0.0995,0.075,0.075,0.0353553390593274,0.0525,0.0975,0.05,0.1,2,"0.05 - 0.1","Leontodon sp."
"525","Menyanthes trifoliata",0.102,0.298,0.2,0.2,0.14142135623731,0.11,0.29,0.1,0.3,2,"0.11 - 0.29","Menyanthes trifoliata"
"526","Myriophyllum cf.spicatum",0.5832,0.8968,0.74,0.74,0.226274169979695,0.596,0.884,0.58,0.9,2,"0.6 - 0.88","Myriophyllum cf.spicatum"
"527","Myriophyllum sp./Ceratophyllum sp.",2.013,3.287,2.65,2.65,0.919238815542512,2.065,3.235,2,3.3,2,"2.06 - 3.23","Myriophyllum sp./Ceratophyllum sp."
"528","Oenanthe aquatica",0.301,0.399,0.35,0.35,0.0707106781186548,0.305,0.395,0.3,0.4,2,"0.3 - 0.4","Oenanthe aquatica"
"529","Oscillatoria",0.6015,0.7485,0.675,0.675,0.106066017177982,0.6075,0.7425,0.6,0.75,2,"0.61 - 0.74","Oscillatoria"
"530","Pisidium ..Sphaerium",7,7,7,7,0,7,7,7,7,2,"7 - 7","Pisidium ..Sphaerium"
"531","Plantago major",0.0515,0.1985,0.125,0.125,0.106066017177982,0.0575,0.1925,0.05,0.2,2,"0.06 - 0.19","Plantago major"
"532","Potentilla sp.",0.0505,0.0995,0.075,0.075,0.0353553390593274,0.0525,0.0975,0.05,0.1,2,"0.05 - 0.1","Potentilla sp."
"533","Ranunculus sceleratus",5e-04,0.0495,0.025,0.025,0.0353553390593274,0.0025,0.0475,0,0.05,2,"0 - 0.05","Ranunculus sceleratus"
"534","ROSKA",0.433,3.667,2.05,2.05,2.33345237791561,0.565,3.535,0.4,3.7,2,"0.57 - 3.54","ROSKA"
"535","Sagina procumbens",0.107,0.793,0.45,0.45,0.494974746830583,0.135,0.765,0.1,0.8,2,"0.14 - 0.76","Sagina procumbens"
"536","Spergularia salina.cf.",0,0,0,0,0,0,0,0,0,2,"0 - 0","Spergularia salina.cf."
"537","Unionidae shells",4.5,4.5,4.5,4.5,0,4.5,4.5,4.5,4.5,2,"4.5 - 4.5","Unionidae shells"
"538"," Climacium.dendroides",0.89,0.89,0.89,0.89,NA,0.89,0.89,0.89,0.89,1,"0.89 - 0.89"," Climacium.dendroides"
"539","Alnus glutinosa",0.525,0.525,0.525,0.525,NA,0.525,0.525,0.525,0.525,1,"0.52 - 0.52","Alnus glutinosa"
"540","Alopecurus geniculatus",0.225,0.225,0.225,0.225,NA,0.225,0.225,0.225,0.225,1,"0.22 - 0.22","Alopecurus geniculatus"
"541","Ammophila arenaria",0.2,0.2,0.2,0.2,NA,0.2,0.2,0.2,0.2,1,"0.2 - 0.2","Ammophila arenaria"
"542","Angelica archangelica.ssp..litoralis",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Angelica archangelica.ssp..litoralis"
"543","Annelida",8.1,8.1,8.1,8.1,NA,8.1,8.1,8.1,8.1,1,"8.1 - 8.1","Annelida"
"544","Artemisia campestris",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Artemisia campestris"
"545","Atriplex sp.",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Atriplex sp."
"546","Bufo bufo",0.3,0.3,0.3,0.3,NA,0.3,0.3,0.3,0.3,1,"0.3 - 0.3","Bufo bufo"
"547","Calothrix sp.",0.05,0.05,0.05,0.05,NA,0.05,0.05,0.05,0.05,1,"0.05 - 0.05","Calothrix sp."
"548","Capsella bursa.pasturis",0.7,0.7,0.7,0.7,NA,0.7,0.7,0.7,0.7,1,"0.7 - 0.7","Capsella bursa.pasturis"
"549","Capsosiphon fulvescens",0.3,0.3,0.3,0.3,NA,0.3,0.3,0.3,0.3,1,"0.3 - 0.3","Capsosiphon fulvescens"
"550","Cardamine pratensis",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Cardamine pratensis"
"551","Cardamine pratensis..cf.",0.34,0.34,0.34,0.34,NA,0.34,0.34,0.34,0.34,1,"0.34 - 0.34","Cardamine pratensis..cf."
"552","Carex canescens",0.125,0.125,0.125,0.125,NA,0.125,0.125,0.125,0.125,1,"0.12 - 0.12","Carex canescens"
"553","Carex diandra",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Carex diandra"
"554","Chamerion angustifolium..ent..Epilobium.angustifolium.",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Chamerion angustifolium..ent..Epilobium.angustifolium."
"555","Chara baltica.horrida",0.77,0.77,0.77,0.77,NA,0.77,0.77,0.77,0.77,1,"0.77 - 0.77","Chara baltica.horrida"
"556","Chara globularis.var..Virgata",NA,NA,NA,NA,NA,NA,NA,Inf,-Inf,1,"NA - NA","Chara globularis.var..Virgata"
"557","Chara virgata/globularis",0.7,0.7,0.7,0.7,NA,0.7,0.7,0.7,0.7,1,"0.7 - 0.7","Chara virgata/globularis"
"558","Cicuta virosa.cf.",0.34,0.34,0.34,0.34,NA,0.34,0.34,0.34,0.34,1,"0.34 - 0.34","Cicuta virosa.cf."
"559","Dactylis glomerata",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Dactylis glomerata"
"560","Drepanocladus polygamus",0.75,0.75,0.75,0.75,NA,0.75,0.75,0.75,0.75,1,"0.75 - 0.75","Drepanocladus polygamus"
"561","Eleocharis quinqueflora",0.05,0.05,0.05,0.05,NA,0.05,0.05,0.05,0.05,1,"0.05 - 0.05","Eleocharis quinqueflora"
"562","Eleocharis uniglumis.ssp..uniglumis",0.4,0.4,0.4,0.4,NA,0.4,0.4,0.4,0.4,1,"0.4 - 0.4","Eleocharis uniglumis.ssp..uniglumis"
"563","Fontinalis dichelymoides",0.2,0.2,0.2,0.2,NA,0.2,0.2,0.2,0.2,1,"0.2 - 0.2","Fontinalis dichelymoides"
"564","Galerucella nymphaea",0.7,0.7,0.7,0.7,NA,0.7,0.7,0.7,0.7,1,"0.7 - 0.7","Galerucella nymphaea"
"565","Galium uliginosum",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Galium uliginosum"
"566","Geranium sylvaticum",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Geranium sylvaticum"
"567","Glyceria maxima",1.99,1.99,1.99,1.99,NA,1.99,1.99,1.99,1.99,1,"1.99 - 1.99","Glyceria maxima"
"568","Hippophaë rhamnoides",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Hippophaë rhamnoides"
"569","Hippuris vulgaris.x.tetraphylla",0.05,0.05,0.05,0.05,NA,0.05,0.05,0.05,0.05,1,"0.05 - 0.05","Hippuris vulgaris.x.tetraphylla"
"570","Hydrocharis morsus.ranae",0.15,0.15,0.15,0.15,NA,0.15,0.15,0.15,0.15,1,"0.15 - 0.15","Hydrocharis morsus.ranae"
"571","Juncus articulatus",0.05,0.05,0.05,0.05,NA,0.05,0.05,0.05,0.05,1,"0.05 - 0.05","Juncus articulatus"
"572","Juncus balticus",0.225,0.225,0.225,0.225,NA,0.225,0.225,0.225,0.225,1,"0.22 - 0.22","Juncus balticus"
"573","Lycopus europaeus",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Lycopus europaeus"
"574","Marchanthiophyta sp.",0.2,0.2,0.2,0.2,NA,0.2,0.2,0.2,0.2,1,"0.2 - 0.2","Marchanthiophyta sp."
"575","Marchantia polymorpha L.",0.45,0.45,0.45,0.45,NA,0.45,0.45,0.45,0.45,1,"0.45 - 0.45","Marchantia polymorpha L."
"576","Nitellopsis sp.",0.6,0.6,0.6,0.6,NA,0.6,0.6,0.6,0.6,1,"0.6 - 0.6","Nitellopsis sp."
"577","Nymphaea tetragona",0.7,0.7,0.7,0.7,NA,0.7,0.7,0.7,0.7,1,"0.7 - 0.7","Nymphaea tetragona"
"578","Odontites sp.",0.15,0.15,0.15,0.15,NA,0.15,0.15,0.15,0.15,1,"0.15 - 0.15","Odontites sp."
"579","Parvicardium hauniense",2.6,2.6,2.6,2.6,NA,2.6,2.6,2.6,2.6,1,"2.6 - 2.6","Parvicardium hauniense"
"580","Percursaria percursa",0.3,0.3,0.3,0.3,NA,0.3,0.3,0.3,0.3,1,"0.3 - 0.3","Percursaria percursa"
"581","Persicaria lapathifolia.ssp..Pallida",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Persicaria lapathifolia.ssp..Pallida"
"582","Persicaria maculosa",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Persicaria maculosa"
"583","Polychaeta",7.2,7.2,7.2,7.2,NA,7.2,7.2,7.2,7.2,1,"7.2 - 7.2","Polychaeta"
"584","Polygonum aviculare",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Polygonum aviculare"
"585","Potamogeton cf.lucens",1.53,1.53,1.53,1.53,NA,1.53,1.53,1.53,1.53,1,"1.53 - 1.53","Potamogeton cf.lucens"
"586","Potamogeton pusillus/berchtoldii",0.6,0.6,0.6,0.6,NA,0.6,0.6,0.6,0.6,1,"0.6 - 0.6","Potamogeton pusillus/berchtoldii"
"587","Ranatra linearis",0.6,0.6,0.6,0.6,NA,0.6,0.6,0.6,0.6,1,"0.6 - 0.6","Ranatra linearis"
"588","Ranunculus reptabundus",0.17,0.17,0.17,0.17,NA,0.17,0.17,0.17,0.17,1,"0.17 - 0.17","Ranunculus reptabundus"
"589","Ranunculus scleratus",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Ranunculus scleratus"
"590","Rhinanthus vernalis",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Rhinanthus vernalis"
"591","Rosaceae",0.45,0.45,0.45,0.45,NA,0.45,0.45,0.45,0.45,1,"0.45 - 0.45","Rosaceae"
"592","Rumex acetosa.ssp..Acetosa",0.225,0.225,0.225,0.225,NA,0.225,0.225,0.225,0.225,1,"0.22 - 0.22","Rumex acetosa.ssp..Acetosa"
"593","Ruppia maritima.var..Maritima",NA,NA,NA,NA,NA,NA,NA,Inf,-Inf,1,"NA - NA","Ruppia maritima.var..Maritima"
"594","Samolus valerandi",0.3,0.3,0.3,0.3,NA,0.3,0.3,0.3,0.3,1,"0.3 - 0.3","Samolus valerandi"
"595","Sarmentypnum trichophyllum",0.5,0.5,0.5,0.5,NA,0.5,0.5,0.5,0.5,1,"0.5 - 0.5","Sarmentypnum trichophyllum"
"596","Scophthalmus maximus",4,4,4,4,NA,4,4,4,4,1,"4 - 4","Scophthalmus maximus"
"597","Sedinae sp.",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Sedinae sp."
"598","Solanum dulcamara",0.5,0.5,0.5,0.5,NA,0.5,0.5,0.5,0.5,1,"0.5 - 0.5","Solanum dulcamara"
"599","Spirodela polyrhiza",0.4,0.4,0.4,0.4,NA,0.4,0.4,0.4,0.4,1,"0.4 - 0.4","Spirodela polyrhiza"
"600","Straminergon stramineum",0.7,0.7,0.7,0.7,NA,0.7,0.7,0.7,0.7,1,"0.7 - 0.7","Straminergon stramineum"
"601","Taurulus bubalis",0.3,0.3,0.3,0.3,NA,0.3,0.3,0.3,0.3,1,"0.3 - 0.3","Taurulus bubalis"
"602","Timmia austriaca",0.1,0.1,0.1,0.1,NA,0.1,0.1,0.1,0.1,1,"0.1 - 0.1","Timmia austriaca"
"603","Warnstorfia procera",0.4,0.4,0.4,0.4,NA,0.4,0.4,0.4,0.4,1,"0.4 - 0.4","Warnstorfia procera"
"604","Veronica longifolia",0,0,0,0,NA,0,0,0,0,1,"0 - 0","Veronica longifolia"
"605","Vicia sp.",0.05,0.05,0.05,0.05,NA,0.05,0.05,0.05,0.05,1,"0.05 - 0.05","Vicia sp."
